fish_ID,sex,cue,tank,dash_nb_2min_before,dash_nb_2min_after,subuse_prop_2min_before,subuse_prop_2min_after,frozen_prop_2min_before,frozen_prop_2min_after,sig_prop_2min_before,sig_prop_2min_after,chasing_prop_2min_before,chasing_prop_2min_after,matbehav_prop_2min_before,matbehav_prop_2min_after,bottom_prop_2min_before,bottom_prop_2min_after,dash_nb_5min_before,dash_nb_5min_after,subuse_prop_5min_before,subuse_prop_5min_after,frozen_prop_5min_before,frozen_prop_5min_after,sig_prop_5min_before,sig_prop_5min_after,chasing_prop_5min_before,chasing_prop_5min_after,matbehav_prop_5min_before,matbehav_prop_5min_after,bottom_prop_5min_before,bottom_prop_5min_after,weight_g,sl_cm,tl_cm,time_pt,diff_sub_use_2min,diff_sub_use_5min
ST2AC2F,female,alarm,ST2AC2,0,0,0.2944968283901937,0.7018870941947865,0,0.04600191907884216,NA,NA,NA,NA,NA,NA,0.31165780901765816,0.8578202462817847,0,0,0.2577919263975466,0.5340476587235461,0,0.01917347108815197,NA,NA,NA,NA,NA,NA,0.29114303810127007,0.6421396433927679,0.22,2.1,2.6,1,0.4073902658045927,0.2762557323259995
ST2AC2M,male,alarm,ST2AC2,0,0,0.20768043888222187,0.8305773228850153,0,0,0,0.005973132896209819,0.5215326590090862,0.14086038701423317,0.5215326590090862,0.146833519910443,0.20768043888222187,0.834575403806173,1,0,0.2202006733557785,0.5464622562906183,0,0,0.00439681322710757,0.01700383269455091,0.4190473015767192,0.2250658223629395,0.42344411480382677,0.24206965505749045,0.2202006733557785,0.5481286452257957,0.09,1.55,2.15,1,0.6228968840027934,0.32626158293483976
ST2AC3F,female,alarm,ST2AC3,0,0,0.4275672895594034,0.5241564049256358,0,0,NA,NA,NA,NA,NA,NA,0.553334476255786,0.8072445226291379,0,0,0.3603053435114504,0.3761306448925179,0,0,NA,NA,NA,NA,NA,NA,0.4908763625454182,0.8903816030661555,0.21,2.48,3.05,0.5,0.09658911536623238,0.01582530138106752
ST2AC3M,male,alarm,ST2AC3,1,0,0.479084519115378,0.4536782344474653,0,0,0.07718155323161323,0.3338717415640493,0.5735556317503858,0.1378698224852071,0.6507371849819991,0.47174156404925643,0.479084519115378,0.510562929793699,2,0,0.43250441681389373,0.5680119980003332,0,0,0.0816660555351845,0.23622396267288787,0.5268075602520084,0.10825862356273955,0.608473615787193,0.3444825862356274,0.43250441681389384,0.6442759540076654,0.13,1.6,2.3,0.5,-0.02540628466791278,0.13550758118643946
ST2AC4F,female,alarm,ST2AC4,0,0,0.39620264015086576,0.4149768111306573,0,0.00599712138173676,NA,NA,NA,NA,NA,NA,0.49692268129607403,0.5309931233008156,0,0,0.3189372979099303,0.5765405765705716,0,0.0024995834027662,NA,NA,NA,NA,NA,NA,0.7540918030601019,0.686282286285619,0.12,1.69,2.2,24,0.01877417097979156,0.25760327866064126
ST2AC4M,male,alarm,ST2AC4,0,2,0.18565060860620608,0.26782344474652164,0,0.04195586118663041,0.00858906223212755,0.03195266272189349,0,0.06002718695026387,0.00858906223212755,0.09197984967215736,0.3542430996056918,0.42912202142971373,0,7,0.2709823660788693,0.5589601733044492,0,0.02163972671221463,0.05748191606386879,0.06333277787035493,0.018333944464815493,0.1496950508248625,0.07581586052868429,0.21302782869521744,0.4197973265775526,0.657887018830195,0.07,1.51,2,24,0.08217283614031556,0.28797780722558
ST2AC5F,female,alarm,ST2AC5,1,0,0.6761614949425682,0.9933791779945624,0,0.9933791779945624,NA,NA,NA,NA,NA,NA,0.6761614949425682,0.9933791779945625,1,0,0.6724757491916397,0.992224629228462,0,0.8508348608565239,NA,NA,NA,NA,NA,NA,0.7474782492749757,0.9938910181636393,0.07,1.59,2.09,72,0.3172176830519944,0.3197488800368222
ST2AC5M,male,alarm,ST2AC5,0,0,0.6185153437339277,0.994354709739325,0,0.988325603710219,0,0,0.34445396879821705,0,0.34445396879821705,0,0.644248242756729,0.994354709739325,0,2,0.6954731824394146,0.995097483752708,0,0.6049125145809031,0.014163805460182007,0.014990834860856525,0.2503483449448315,0.0025095817363772702,0.26451215040501347,0.017500416597233795,0.7054801826727557,0.9950974837527079,0.11,1.88,2.51,72,0.37583936600539736,0.2996243013132933
ST2AC6F,female,alarm,ST2AC6,0,0,0.256071964017991,0.3697068132600366,0,0,NA,NA,NA,NA,NA,NA,0.3039646843245044,0.5925703814759288,0,0,0.28805255280226183,0.3789900871532167,0,0,NA,NA,NA,NA,NA,NA,0.3986396141692999,0.6620750449071917,0.12,1.61,2.15,72,0.11363484924204564,0.09093753435095492
ST2AC6M,male,alarm,ST2AC6,1,0,0.2718640679660169,0.5956105280692987,0,0,0.09996668332500416,0.42907712810261533,0.6171331001166084,0,0.7170997834416125,0.42907712810261533,0.2781026153589871,0.6101615858737298,3,0,0.2536969898553135,0.4856962277958885,0,0,0.13585897222684185,0.32517131262058413,0.3013038416763679,0.010797684784778125,0.4371628139032097,0.33596899740536224,0.25618825877265927,0.4915075510611403,0.12,1.62,1.92,72,0.3237464601032818,0.23199923794057492
ST2AC7F,female,alarm,ST2AC7,0,0,0.3398149749265087,0.32269537865956943,0,0,NA,NA,NA,NA,NA,NA,0.34408611447345666,0.4779417694975402,0,0,0.30153323694563067,0.4593739778897102,0,0,NA,NA,NA,NA,NA,NA,0.3233616892505296,0.5223327009877673,0.26,2.25,3,4,-0.01711959626693926,0.15784074094407946
ST2AC7M,male,alarm,ST2AC7,0,0,0.2895815320767768,0.5361642067908703,0,0,0,0,0,0.0423663198645052,0,0.0423663198645052,0.2895815320767768,0.5724574562464715,0,0,0.20643556033758115,0.47504088441159154,0,0,0,0,0.010931037961063853,0.06051874141427357,0.010931037961063853,0.06051874141427357,0.20643556033758115,0.4946588604696801,0.08,1.61,2.11,4,0.2465826747140935,0.2686053240740104
ST2AC8F,female,alarm,ST2AC8,0,0,0.31697027804410355,0.8593112347769981,0,0.20364545527865152,NA,NA,NA,NA,NA,NA,0.31697027804410355,0.9863456730381482,0,0,0.3415980841878035,0.8371393994897626,0,0.08258651141492772,NA,NA,NA,NA,NA,NA,0.3750236103615758,0.9899653300189705,0.18,2.08,2.62,24,0.5423409567328945,0.49554131530195905
ST2AC8M,male,alarm,ST2AC8,3,0,0.14385078009239083,0.885885958545044,0,0.29236228728123237,0.18518260263226705,0.17080409710460523,0.5057787849734159,0.1734172110654085,0.6909613876056829,0.34422130817001373,0.14385078009239083,0.8858859585450439,5,2,0.30698529411764697,0.8954503826780924,0,0.12593052920782363,0.15902253103076092,0.2671289330803951,0.28819819212088504,0.24532936481978151,0.447220723151646,0.5124582979001766,0.33734484619535887,0.901170929547982,0.1,1.83,2.3,24,0.7420351784526532,0.5884650885604454
ST2AC9F,female,alarm,ST2AC9,0,0,0.21490575825696,0.6538430518590208,0,0,NA,NA,NA,NA,NA,NA,0.4029569427632716,0.9570529881442053,0,0,0.19165798056554928,0.6929842349708903,0,0,NA,NA,NA,NA,NA,NA,0.3279143270233012,0.8404559429580689,0.55,3.01,4.12,1,0.4389372936020608,0.5013262544053411
ST2AC9M,male,alarm,ST2AC9,0,0,0.28498184333390975,0.9723203484151948,0,0,0.012934463081445616,0.08261956609403984,0.0901435241224278,0.17114283409952416,0.10307798720387343,0.253762400193564,0.28498184333390975,0.9786595693201064,0,2,0.21584008607646013,0.9482599594426636,0,0.00326748217439654,0.012585319928717932,0.047412834434486816,0.16566019972428636,0.20311702753973965,0.17824551965300428,0.25052986197422644,0.21584008607646013,0.9508307712435402,0.07,1.49,2,1,0.687338505081285,0.7324198733662035
ST2C10F,female,control,ST2C10,0,0,0.5992132111360886,0.15319783853536575,0,0,NA,NA,NA,NA,NA,NA,0.991829500259381,0.19754818937011048,1,0,0.5178978514508591,0.15357166219663768,0,0,NA,NA,NA,NA,NA,NA,0.780763928583437,0.1756492444560738,0.18,1.87,2.56,0.5,-0.4460153726007229,-0.36432618925422144
ST2C10M,male,control,ST2C10,0,0,0.9936019367110496,0.255681909831438,0,0,0.34387860971813944,0.058480522622792165,0.5692201279612658,0.11896120654891525,0.9130987376794051,0.17744172917170742,0.9936019367110497,0.34643922897007823,1,0,0.6715914058034365,0.2940472296722706,0,0,0.17155105746276186,0.0760482763132073,0.40783766517601966,0.21483613527834106,0.5793887226387816,0.2908844115915484,0.6791567196799032,0.3504906129390986,0.1,1.66,2.28,0.5,-0.7379200268796117,-0.37754417613116587
ST2C11F,female,control,ST2C11,0,0,0.5290042325685008,0.21690231362467863,0,0,NA,NA,NA,NA,NA,NA,0.5290042325685008,0.27115199228791775,0,0,0.42631122472269145,0.32244917904612974,0,0,NA,NA,NA,NA,NA,NA,0.4263112247226914,0.34444878811571533,0.21,2.36,NA,72,-0.31210191894382217,-0.10386204567656172
ST2C11M,male,control,ST2C11,0,0,0.41196257518378254,0.2509800771208226,0,0,0,0.12322461439588689,0.6096903541991535,0.696047557840617,0.6096903541991535,0.8192721722365038,0.41196257518378254,0.2509800771208226,0,0,0.3983612543935728,0.32893862392494133,0,0,0.028520564203222715,0.04997068021892103,0.6200803396174739,0.6070562939796715,0.6486009038206966,0.6570269741985926,0.3983612543935728,0.32893862392494133,0.08,1.58,NA,72,-0.16098249806295994,-0.06942263046863145
ST2C12F,female,control,ST2C12,0,0,0.29061752823810705,0.39396061629727275,0,0,NA,NA,NA,NA,NA,NA,0.3730480666171984,0.5217846255252533,0,0,0.2554159967845659,0.34926778582329454,0,0,NA,NA,NA,NA,NA,NA,0.3592611200428724,0.43049647692957105,0.09,1.66,NA,4,0.1033430880591657,0.09385178903872864
ST2C12M,male,control,ST2C12,0,0,0.35881770962156806,0.31024141056274196,0,0.00825574688967619,0.008261192184021765,0,0.6300272075191689,0.08420532256735602,0.6382883997031906,0.08420532256735602,0.35881770962156806,0.4957073411881025,0,3,0.33382234726688104,0.34423158099814916,0,0.00407831931681657,0.04355238478027867,0.00730590641945644,0.48948954983922827,0.12187550735461244,0.5330419346195069,0.1291814137740689,0.36134445337620574,0.46602266454524793,0.1,1.89,2.32,4,-0.0485762990588261,0.01040923373126812
ST2C13F,female,control,ST2C13,0,0,0.32627292988170764,0.14457860227090996,0.05570032573289903,0.07597952982568368,NA,NA,NA,NA,NA,NA,0.43342190982341855,0.14457860227090996,1,0,0.2735457848594953,0.2488551908015331,0.03581786059535317,0.0366638893517747,NA,NA,NA,NA,NA,NA,0.3260442014733824,0.4680119980003332,0.09,1.27,2.15,0.5,-0.18169432761079768,-0.02469059405796225
ST2C13M,male,control,ST2C13,0,1,0.3136293502485856,0.28958100111946267,0,0,0.006428938796502658,0.006005117543579082,0.09645122578433055,0.0758915720454182,0.1028801645808332,0.08189668958899729,0.3136293502485856,0.28958100111946267,0,1,0.3794359811993733,0.4508281953007832,0.00191006366878895,0,0.02226740891363045,0.004989168471921347,0.07834594486482882,0.07245792367938676,0.10061335377845927,0.07744709215130811,0.3794359811993733,0.4716413931011498,0.07,1.5,1.89,0.5,-0.02404834912912296,0.07139221410140989
ST2C14F,female,control,ST2C14,0,1,0.3917452425852906,0.3339877300613497,0.01926110063432196,0.07886941279579317,NA,NA,NA,NA,NA,NA,0.41103205897479855,0.3339877300613497,0,1,0.4136837894596486,0.28436249957981774,0.00749024967498916,0.04536959225520185,NA,NA,NA,NA,NA,NA,0.4211840394679823,0.30706578372382265,0.19,1.88,2.46,1,-0.0577575125239409,-0.12932128987983088
ST2C14M,male,control,ST2C14,1,0,0.369158237613578,0.3405258545135846,0.08573632779015945,0.00657318141980718,0.05358306188925081,0.11826468010517091,0.7208469055374592,0.3812094653812445,0.7744299674267101,0.4994741454864154,0.36915823761357797,0.3405258545135846,1,0,0.4051601720057336,0.30090087061749976,0.03334111137037901,0.0025210931459881,0.0533184439481316,0.05883222965477831,0.43696789892996435,0.2448048673905005,0.49028634287809597,0.3036370970452788,0.4051601720057335,0.30090087061749976,0.05,1.32,1.79,1,-0.02863238309999338,-0.1042593013882338
ST2C15F,female,control,ST2C15,0,0,0.23294487921061585,0.6180829961120369,0,0.0059509640561771,NA,NA,NA,NA,NA,NA,0.23294487921061585,0.6260334840910894,0,1,0.3041316572940787,0.5599431160498727,0,0.00248040480206369,NA,NA,NA,NA,NA,NA,0.3041316572940787,0.5665509144425703,0.1,1.63,1.99,24,0.385138116901421,0.255811458755794
ST2C15M,male,control,ST2C15,0,1,0.05098673018033344,0.4542093152424026,0,0.01786876140601443,0,0,0.057443007825791086,0.18935967626755534,0.057443007825791086,0.18935967626755534,0.050986730180333444,0.4542093152424026,0,2,0.1383857095600397,0.43518536891887416,0,0.00744782881899659,0.10687727423089645,0.02314713761285842,0.11342044326827654,0.47853292323973934,0.220297717499173,0.5016800608525978,0.1383857095600397,0.43518536891887416,0.11,1.55,1.98,24,0.4032225850620691,0.29679965935883446
ST2C1F,female,control,ST2C1,0,0,0.39557689010800623,0.2637773868543099,0,0,NA,NA,NA,NA,NA,NA,0.4823247042688154,0.27974572205341436,0,0,0.49423314110470346,0.2243126145642393,0,0,NA,NA,NA,NA,NA,NA,0.6421380712690422,0.23096817197133807,0.1,1.68,2.1,4,-0.13179950325369633,-0.26992052654046417
ST2C1M,male,control,ST2C1,0,1,0.36344076804388825,0.17975371821525668,0,0,0,0,0.41585804903137324,0.1438829361906285,0.41585804903137324,0.1438829361906285,0.40628321618378194,0.17975371821525668,0,1,0.5291609720324011,0.14443259456757207,0,0,0,0,0.3438214607153572,0.07413764372604566,0.3438214607153572,0.07413764372604566,0.6024767492249742,0.14443259456757207,0.07,1.4,2.12,4,-0.18368704982863157,-0.384728377464829
ST2C2F,female,control,ST2C2,0,0,0.5932881878964512,0.216336158643851,0,0,NA,NA,NA,NA,NA,NA,0.70470598319904,0.9162801855109548,0,0,0.38252941764725495,0.22471921346442256,0,0,NA,NA,NA,NA,NA,NA,0.7628587619587319,0.9284119313447758,0.21,2.23,2.87,0.5,-0.3769520292526002,-0.1578102041828324
ST2C2M,male,control,ST2C2,0,0,0.6127635864906567,0.572037422037422,0,0,0,0.00801215416600032,0.6042688153608777,0.10995522149368303,0.6042688153608777,0.11796737565968335,0.6192182410423452,0.6360227090996321,0,0,0.3689989666322211,0.45184135977337103,0,0,0,0.0033394434260956506,0.24082802760092006,0.059140143309448424,0.24082802760092006,0.062479586735544074,0.4323844128137605,0.5026928845192468,0.11,1.61,2.23,0.5,-0.04072616445323462,0.08284239314114994
ST2C3F,female,control,ST2C3,0,1,0.7398765643751071,0.5958260035183112,0,0,NA,NA,NA,NA,NA,NA,0.7398765643751071,0.6157924196385735,2,1,0.6513750458348612,0.5920213297783702,0,0,NA,NA,NA,NA,NA,NA,0.6513750458348612,0.6444959173471088,0.19,1.9,2.34,1,-0.1440505608567959,-0.05935371605649098
ST2C3M,male,control,ST2C3,0,0,0.3841933824789988,0.3759315528546298,0,0,0,0,0,0,0,0,0.3841933824789988,0.3899488245642092,0,0,0.337364578819294,0.4428495250791535,0,0,0,0,0,0.00416930511581403,0,0.00416930511581403,0.337364578819294,0.4953441093151141,0.12,1.89,2.3,1,-0.008261829624369,0.10548494625985948
ST2C4F,female,control,ST2C4,0,0,0.01712669295388308,0.12004637773868544,0,0,NA,NA,NA,NA,NA,NA,0.01712669295388308,0.12004637773868543,0,0,0.11083702790093004,0.14478920179970006,0,0,NA,NA,NA,NA,NA,NA,0.11083702790093003,0.14478920179970006,0.12,1.85,2.2,24,0.10291968478480236,0.03395217389877003
ST2C4M,male,control,ST2C4,0,0,0.0407251842962455,0.277330881177035,0,0,0.10060860620606892,0,0.4263757929024516,0.08984487446025909,0.5269843991085205,0.08984487446025909,0.040725184296245505,0.2826643211258596,0,0,0.09744658155271842,0.25227128811864696,0,0,0.04663822127404246,0.0033327778703549408,0.29886996233207774,0.14743209465089152,0.3455081836061202,0.15076487252124646,0.10495349844994832,0.2811598066988835,0.1,1.52,1.98,24,0.23660569688078953,0.15482470656592856
ST2C5F,female,control,ST2C5,0,0,0.9574489970855478,0.6796177834639373,0.36793245328304475,0,NA,NA,NA,NA,NA,NA,0.9938796502657294,0.6796177834639373,0,0,0.9234341144704824,0.6603332777870354,0.1730691023034101,0.00666888851858023,NA,NA,NA,NA,NA,NA,0.9450915030501017,0.6636660556573905,0.4,3.05,3.89,72,-0.27783121362161045,-0.26310083668344697
ST2C5M,male,control,ST2C5,0,1,0.7234870564032231,0.7272109387494003,0,0,0.2163895079718841,0.0998960498960499,0.3700668609634836,0.6660323044938429,0.5864563689353677,0.7659283543898929,0.7234870564032231,0.7272109387494002,0,1,0.810160338677956,0.6506615564072654,0,0,0.17331244374812493,0.2049025162472921,0.4078435947864929,0.4355440759873354,0.5811560385346178,0.6404465922346275,0.8101603386779559,0.6506615564072654,0.11,1.63,2.3,72,0.00372388234617726,-0.1594987822706906
ST2C6F,female,control,ST2C6,0,0,0.2921666954867716,0.6734252762319543,0,0,NA,NA,NA,NA,NA,NA,0.2921666954867716,0.6794580208081298,0,0,0.3824417470831512,0.6141355371900826,0,0,NA,NA,NA,NA,NA,NA,0.391691604182778,0.6223900826446281,0.11,1.91,2.47,72,0.38125858074518265,0.23169379010693145
ST2C6M,male,control,ST2C6,0,0,0.4104530520491095,0.6795144769739495,0,0,0.019427632716583088,0.04432615533510768,0.077814283243991,0.551584805226228,0.0972419159605741,0.5959109605613356,0.4104530520491095,0.6795144769739495,0,0,0.45429877946269465,0.6236264462809917,0,0,0.007555226791298208,0.05700495867768595,0.09667462425607748,0.5661090909090909,0.10422985104737569,0.6231140495867769,0.47026999764634686,0.6343768595041323,0.08,1.53,2.03,72,0.26906142492484003,0.16932766681829708
ST2C7F,female,control,ST2C7,0,0,0.3642313678021788,0.24988305508508749,0.02159778661594328,0.0423663198645052,NA,NA,NA,NA,NA,NA,0.4182950025938094,0.3748608758770869,0,0,0.3924245990383645,0.39198665532805654,0.00839917958373962,0.01718126512723229,NA,NA,NA,NA,NA,NA,0.5362496217343062,0.4688395368613855,0.19,2.11,2.78,4,-0.11434831271709132,-4.379437103079753e-4
ST2C7M,male,control,ST2C7,0,1,0.295166868407401,0.1370191144447133,0.01513055507522047,0.03630131462214695,0,0,0.025920802351720562,0.2684248729736269,0.025920802351720562,0.2684248729736269,0.295166868407401,0.1370191144447133,0,1,0.376009549107293,0.2930267547589455,0.00588413301502975,0.01472165892588473,0.010093809892068189,0,0.18324198917319529,0.38609930005887355,0.1933357990652635,0.38609930005887355,0.376009549107293,0.2930267547589455,0.1,1.17,2.28,4,-0.15814775396268768,-0.08298279434834749
ST2C8F,female,control,ST2C8,0,0,0.2161940169462217,0.5931849342688927,0,0,NA,NA,NA,NA,NA,NA,0.6049195919073146,0.7363174449552384,0,0,0.24713358663124985,0.34324262445214887,0,0,NA,NA,NA,NA,NA,NA,0.4210046736827948,0.41764898279583956,0.13,1.72,2.23,24,0.37699091732267104,0.09610903782089904
ST2C8M,male,control,ST2C8,0,0,0.05400311257132977,0.3313412371965481,0,0,0,0.01613033309137834,0.032431264049801144,0.2083393822082426,0.032431264049801144,0.22446971529962095,0.05400311257132977,0.3313412371965481,0,0,0.1215292021115632,0.21814940799372015,0,0,0,0.010652842284293843,0.049598197774116545,0.278449008961863,0.049598197774116545,0.28910185124615684,0.12152920211156319,0.21814940799372015,0.09,1.6,2.21,24,0.27733812462521834,0.09662020588215696
ST2C9F,female,control,ST2C9,0,0,0.24833996195746155,0.3198080490362126,0,0,NA,NA,NA,NA,NA,NA,0.2786183641708456,0.42261472699411246,0,0,0.24911401768602268,0.3868810100085039,0,0,NA,NA,NA,NA,NA,NA,0.2676036448001076,0.42857329757310125,0.1,1.7,2.32,1,0.07146808707875107,0.1377669923224812
ST2C9M,male,control,ST2C9,0,0,0.38595884489019544,0.3012339704814904,0,0,0.036685111533805985,0.13513993063956772,0.041068649489884146,0.046334381804984275,0.07775376102369014,0.181474312444552,0.4155196264914404,0.3012339704814904,0,0,0.31612588682290443,0.30529207823641,0,0,0.04617531354023066,0.17662065807548896,0.054645102720150635,0.03513115719238569,0.1008204162603813,0.21175181526787465,0.39992266568037393,0.30529207823641,0.09,1.55,2.04,1,-0.08472487440870502,-0.0108338085864944
