obs_id,length_obs_s,sex,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb
C13V2007,58.330,male,1.319,2,10.249,0,0,1.749,32.500,0,10.766,1.249,11.840,1
C13V2008,58.330,male,0,0,24.929,0,0,0,17.249,0,22.739,0,18.077,0
C13V2009,58.330,male,0,0,35.913,0,0,0,26.236,0,25.458,0,6.151,0
C13V2010,61.770,male,0,0,17.962,0,0,0,45.498,0,14.638,0,1.154,0
C14V1000,66.160,male,0,0,1.748,5.465,1.999,0,0,0,0,27.244,38.623,0
C14V1001,57.830,male,0,0,5.251,2.506,0,0,0,0,0,14.218,43.152,0
C14V1002,57.830,male,3.501,1,5.000,7.645,0.502,0,0,0,0,16.651,40.895,0
C14V1003,66.090,male,2.748,1,0,28.749,0,0,0,0,0,32.496,33.329,0
C14V1004,57.830,male,0,0,12.247,0.252,0,0,0,0,0,49.217,8.152,0
C14V1005,57.830,male,9.249,4,14.745,7.711,0,0,0,0,0,51.117,6.247,0
C14V1006,57.830,male,0,0,10.245,25.174,0,0,0,0,0,54.324,3.249,0
C14V1007,66.090,male,0,0,1.501,47.841,0,0,0,0,0,6.096,59.746,0
C14V1008,57.830,male,0,0,0,44.655,0,0,0,0,0,45.578,11.999,0
C14V1009,57.830,male,0.997,1,8.502,3.752,0,0,0,3.499,0,54.074,0,0
C14V1010,57.830,male,0,0,9.004,14.747,0,0,0,0,0,35.901,21.468,0
C14V2000,66.160,male,0,0,0,0,0,15.998,0,13.134,0,36.719,0,0
C14V2001,57.830,male,4.746,2,5.999,0,0,6.994,0,12.243,0,38.112,0,0
C14V2002,57.830,male,0,0,0.254,0,0,13.751,0,8.738,0,28.815,6.248,0
C14V2003,66.090,male,0,0,11.005,0,0,9.001,0,12.816,0,44.052,0,0
C14V2004,57.830,male,0,0,4.000,0,0,7.664,0,10.503,0,35.890,3.499,0
C14V2005,57.830,male,0,0,3.501,0,0,0.653,0,5.998,0,45.746,5.174,0
C14V2006,57.830,male,0,0,3.501,0,0,1.498,0,8.502,0,41.459,5.900,0
C14V2007,66.090,male,4.252,2,8.003,0,0,5.751,0,2.498,2.747,49.859,4.751,0
C14V2008,57.830,male,5.252,3,8.746,0,0,0.748,0.892,0.749,0.751,22.897,31.497,0
C14V2009,57.830,male,0,0,10.004,0,0,7.501,8.402,8.499,1.995,19.954,10.994,0
C14V2010,31.330,male,0,0,1.498,9.250,0,0,0,0,0,12.716,18.151,0
C15V1000,66.730,male,9.995,2,33.004,0,0,0,0,0,0,26.113,40.151,0
C15V1001,58.330,male,1.751,1,23.675,0,0,0,0,0,0,58.083,0,0
C15V1002,58.330,male,0,0,23.661,0.499,2.751,0,0,0.001,0,22.323,35.746,0
C15V1003,58.330,male,0,0,39.421,1.499,0,0,0,0,0,24.905,33.167,0
C15V1004,58.330,male,5.495,3,24.749,3.251,0,0,0,0,0,8.463,49.399,0
C15V1005,66.670,male,3.000,2,25.499,0.496,0,0,0,0,0,48.271,17.501,0
C15V1006,58.330,male,2.252,3,41.159,0,0,0,0,0,2.250,27.155,28.664,1
C15V1007,58.330,male,0,0,53.964,0,0,0,0,0,0,0,57.867,0
C15V1008,58.330,male,25.748,4,23.168,0,0,0,0,0,0,40.965,16.903,1
C15V1009,58.330,male,44.921,4,11.747,0,0,0,0,0,0,57.071,0.999,0
C15V1010,21.670,male,11.999,1,6.969,0,0,0,0,1.498,0,7.514,12.250,0
C15V2000,66.730,male,7.742,4,38.134,0,0,26.313,4.495,22.151,0.749,8.481,3.746,0
C15V2001,58.330,male,11.986,5,44.670,0,0,21.152,36.924,0,0,0,0,0
C15V2002,58.330,male,8.247,3,48.175,0,0,34.748,23.329,0,0,0,0,0
C15V2003,58.330,male,12.912,3,44.249,0,0,10.999,36.650,0,1.002,0,9.420,0
C15V2004,58.330,male,5.499,3,28.217,0.749,0,9.921,10.498,4.249,2.498,3.250,27.650,0
C15V2005,66.670,male,15.744,6,12.245,0,0,15.648,0,9.351,6.502,31.248,3.499,0
C15V2006,58.330,male,2.003,2,4.496,0,0,27.073,4.749,8.497,2.248,13.994,1.497,0
C15V2007,58.330,male,9.333,5,7.064,0,0,44.894,0.999,7.995,0.749,3.426,0,0
C15V2008,58.330,male,15.912,4,15.742,0,0,5.495,0,2.998,0,26.649,22.923,0
C15V2009,58.330,male,12.746,4,12.993,0,0,2.996,0,11.251,0,30.171,13.652,0
C15V2010,25.700,male,5.750,3,3.872,0,0,1.750,0,1.745,0,21.767,0,0
C16V1000,66.760,male,0,0,0,0,63.978,0,0,0,0,0,65.624,0
C16V1001,58.350,male,0,0,10.250,1.749,15.837,0,0,0,0,21.848,35.977,0
C16V1002,58.350,male,0,0,4.500,0.751,0,0,0,0,0,14.299,43.707,0
C16V1003,58.350,male,13.489,4,16.117,0,0,0,0,0,0,30.249,27.768,0
C16V1004,58.350,male,5.501,2,25.740,0,0,0,0,0,0,38.871,19.153,0
C16V1005,66.690,male,1.251,1,15.614,0,0,0,0,0.250,0,58.616,7.501,0
C16V1006,58.350,male,3.997,3,15.257,7.465,0,0,0,3.246,0,54.865,0,0
C16V1007,58.350,male,8.621,3,19.250,8.403,0,0,0,0,0,45.148,12.865,0
C16V1008,58.350,male,9.246,4,16.746,0,0,0,0,1.000,0,28.744,28.063,1
C16V1009,58.350,male,1.499,1,8.864,3.002,0,0,0,0,5.496,16.998,35.513,0
C16V1010,8.800,male,0,0,3.912,0,0,0,0,0,0,0,8.277,0
C16V2000,66.760,male,0,0,0,0,0,28.494,29.720,0,4.249,0,3.901,0
C16V2001,58.350,male,0,0,4.999,0,0,29.745,28.369,0,0,0,0,1
C16V2002,58.350,male,3.248,3,0,0,0,39.751,18.250,0,0,0,0,0
C16V2003,58.350,male,0,0,0.750,0,0,38.019,19.999,0,0,0,0,0
C16V2004,58.350,male,0,0,0,0,0,44.369,13.745,0,0,0,0,0
C16V2005,66.690,male,0,0,0.497,7.500,0,24.619,3.249,8.993,4.250,23.250,1.999,0
C16V2006,58.350,male,0,0,6.000,0,0,26.015,6.247,7.997,3.751,13.995,0,0
C16V2007,58.350,male,0,0,7.501,0,0,18.763,23.748,13.496,0.497,1.496,0,0
C16V2008,58.350,male,0,0,1.748,0,0,47.011,8.004,2.998,0,0,0,0
C16V2009,58.350,male,0,0,0,0,0,38.401,19.609,0,0,0,0,0
C16V2010,24.010,male,0,0,0,0,0,0,23.615,0,0,0,0,0
C17V1000,66.730,male,24.254,5,17.242,3.367,0,4.646,0.999,10.239,11.242,21.742,17.463,0
C17V1001,58.330,male,17.500,7,0,3.747,0,2.750,2.496,13.742,14.212,13.747,10.899,0
C17V1002,58.330,male,0.505,1,2.748,3.260,0,0.754,3.682,15.489,2.865,13.244,22.002,0
C17V1003,58.330,male,5.711,4,1.746,4.259,0,0,1.900,5.248,12.501,11.996,26.413,0
C17V1004,58.330,male,22.909,4,10.747,8.250,0,0,0,0,2.249,0,55.809,0
C17V2005,66.670,male,1.998,1,33.253,0,0,15.749,3.110,17.977,0.497,28.902,0,1
C17V2006,58.330,male,12.749,4,29.914,0,0,11.159,5.150,12.987,7.747,14.498,6.497,0
C17V2007,58.330,male,0.748,1,27.959,0,0,8.245,11.501,10.886,3.245,21.457,2.503,0
C17V2008,58.330,male,7.755,3,35.162,0,0,10.669,4.501,11.486,0.750,29.652,0.995,1
C17V2009,58.330,male,1.249,1,31.749,0,0,22.292,0,9.744,0,25.243,0,0
C18V1000,60.530,male,31.836,6,0,0,0,13.757,7.396,12.330,11.498,8.847,6.249,0
C18V1001,59.530,male,19.679,6,0,1.747,0,0,0,0,0.403,50.162,7.998,0
C18V1002,60.500,male,9.747,4,0,0,0,12.205,0,21.499,2.495,17.396,6.500,0
C18V1003,60.530,male,15.999,2,0,0,0,14.154,4.746,7.246,0.999,16.202,16.752,0
C18V1004,59.530,male,20.492,4,3.246,0,0,25.420,0,13.495,2.751,17.651,0,0
C18V2005,60.530,male,11.347,4,7.997,0,0,25.180,20.498,1.741,1.995,4.871,5.749,0
C18V2006,59.530,male,2.747,1,0,0,0,9.368,35.996,2.748,5.745,1.998,3.244,0
C18V2007,60.530,male,14.750,2,8.497,0,0,11.748,12.999,4.499,2.995,21.652,6.120,2
C18V2008,59.530,male,6.001,1,29.176,0.749,0,0,12.493,0,28.175,0,18.644,1
C18V2009,60.530,male,6.001,1,44.917,0,0,25.499,6.065,2.746,11.005,12.246,2.499,0
C19V1000,66.420,male,15.339,4,50.774,0,0,12.651,12.873,5.245,5.998,19.994,9.249,0
C19V1001,58.060,male,0,0,35.870,0,0,6.124,36.157,0,13.225,0,1.999,0
C19V1002,58.060,male,0,0,43.426,0,0,23.325,0,12.236,0,22.245,0,0
C19V1003,58.060,male,0,0,42.659,0,0,26.919,0,10.139,0,20.742,0,0
C19V1004,66.360,male,0,0,13.613,0,0,7.606,17.649,9.741,2.502,24.993,1.749,0
C19V2004,66.360,male,0,0,63.500,0,0,44.899,20.310,0.749,0,0,0,0
C19V2005,58.060,male,0,0,43.219,0,0,27.245,13.904,2.999,0,13.469,0,0
C19V2006,58.060,male,3.500,1,32.502,0,0,10.752,0,5.067,3.751,38.060,0,0
C19V2007,58.060,male,2.748,1,32.751,0,0,19.498,16.026,1.748,3.248,6.748,10.499,0
C19V2008,44.890,male,0,0,27.369,0,0,17.520,0,7.997,0,18.493,0,0
C20V1000,66.160,male,5.751,2,9.499,0,0,31.405,1.498,16.237,6.997,2.992,6.624,0
C20V1001,57.830,male,1.500,1,5.251,11.253,0,5.245,0,13.749,3.999,15.496,17.843,0
C20V1002,57.830,male,7.502,2,2.251,3.502,0,11.154,1.247,7.996,14.998,5.751,16.106,0
C20V1003,66.090,male,0,0,19.184,2.502,0,11.337,11.032,11.805,3.750,7.997,19.896,0
C20V1004,57.830,male,8.498,1,29.499,0,0,7.501,13.495,2.498,19.245,7.457,6.997,0
C20V2005,57.830,male,11.248,3,29.500,0,0,2.499,0.001,9.717,14.901,19.745,10.747,0
C20V2006,57.830,male,0,0,7.249,2.250,0,2.155,3.999,3.495,19.746,0,27.460,0
C20V2007,66.090,male,0,0,18.710,0,0,13.250,1.249,9.495,12.494,25.462,3.654,1
C20V2008,57.830,male,23.060,1,27.832,0,0,0,0,0,0,57.545,0,0
C20V2009,57.830,male,16.713,3,38.004,0,0,0,0,0,0,43.126,14.249,0
C21V1005,66.670,male,1.754,1,21.502,0,0,14.746,0,29.749,0,21.246,0,0
C21V1006,58.330,male,1.251,1,26.113,0,0,7.495,0,27.761,0,21.489,0,0
C21V1007,58.330,male,0.999,1,5.001,0,0,12.450,0,19.628,0,25.255,0,0
C21V1008,58.330,male,2.000,1,4.997,0,0,8.402,0,22.389,0,27.240,0,0
C21V1009,58.330,male,1.751,1,10.767,1.745,0,8.145,0,12.713,0,37.205,0,0
C21V2000,66.730,male,9.249,2,15.621,0,22.253,0,0,0,0,48.899,17.372,0
C21V2001,58.330,male,0,0,41.001,0,11.498,0,0,0,0,31.428,26.652,0
C21V2002,58.330,male,0,0,0,0,37.423,0,0,0,0,4.904,53.172,0
C21V2003,58.330,male,0,0,0,0,51.962,0,0,0,0,0,57.867,0
C21V2004,58.330,male,0,0,7.425,0,36.742,0,0,0,0,0,58.081,1
C22V1005,66.670,male,0,0,0,0,0,0,7.719,0,36.141,0,22.494,0
C22V1006,58.330,male,0,0,0,0,0,4.033,5.522,1.400,22.307,0.500,24.237,0
C22V1007,58.330,male,0,0,0,0,0,0,34.753,0,13.938,0,9.155,0
C22V1008,58.330,male,0,0,0,0,0,0,24.716,0,11.150,0,21.999,0
C22V1009,58.330,male,0,0,0,0,0,0,6.154,0,28.898,0,22.821,0
C22V2000,66.730,male,0,0,0,0.753,0,0,8.748,0,28.386,0,29.114,0
C22V2001,58.330,male,0,0,0,1.000,0,0,8.746,0,29.672,0,19.653,0
C22V2002,58.330,male,0,0,0,0,0,0,4.499,0,23.614,0,29.751,0
C22V2003,58.330,male,0,0,0,5.000,0,0.921,0,7.495,12.251,4.253,33.141,0
C22V2004,58.330,male,0,0,1.251,8.998,0,15.152,0,9.994,0,32.716,0,0
C23V1005,66.870,male,4.254,2,13.841,0,0,30.155,19.894,9.498,5.498,0.997,0.500,1
C23V1006,58.510,male,13.501,4,28.727,0,0,35.096,0,6.747,0,16.246,0,0
C23V1007,58.510,male,0,0,3.998,0,0,21.895,12.376,8.496,6.744,2.241,6.245,0
C23V1008,58.510,male,9.999,2,9.363,0,0,5.993,2.997,15.994,13.514,12.496,6.249,0
C23V1009,58.510,male,11.499,3,15.997,0,0,1.747,1.499,7.492,4.154,32.113,11.000,0
C23V2000,66.930,male,6.996,2,0,0,8.503,0,0,0,0,66.621,0,0
C23V2001,58.510,male,14.000,3,0,3.252,0,0,0,3.495,0,41.276,13.244,0
C23V2002,58.510,male,14.118,2,0.748,0,0,0,0,7.150,0,50.361,0.498,1
C23V2003,58.510,male,20.858,3,0.499,0,0,0,0,0,0,57.011,0.999,0
C23V2004,58.510,male,14.605,2,0,0,0,0,0,1.749,0,37.650,18.608,0
C24V1005,66.670,male,17.746,4,41.998,0,0,0,0,0.107,1.113,4.749,60.403,0
C24V1006,58.330,male,5.749,2,5.682,0,0,4.747,4.249,11.401,0,21.928,15.248,0
C24V1007,58.330,male,3.253,2,31.497,0,0,0,0,0,1.752,8.998,47.312,0
C24V1008,58.330,male,23.996,3,26.249,0,0,0,0,0,2.247,14.499,41.331,0
C24V1009,58.330,male,1.248,1,16.923,0,0,0,19.746,0,9.750,0,28.572,0
C24V2000,66.730,male,5.498,3,36.863,0,0,11.151,14.747,0,5.997,0.001,34.362,1
C24V2001,58.330,male,6.995,2,46.431,0,0,0,0,0,1.500,0,56.582,0
C24V2002,58.330,male,12.248,3,5.499,0,0,13.745,7.249,4.423,1.249,15.749,15.651,0
C24V2003,58.330,male,27.992,3,14.471,0,0,1.498,14.210,0.253,7.251,14.994,19.648,0
C24V2004,58.330,male,8.748,3,27.421,0,0,0,4.905,10.493,4.421,20.750,17.494,0
C25V1005,57.830,male,7.996,2,0,7.003,0,0,0,6.498,0,33.624,16.740,0
C25V1006,57.830,male,10.160,3,10.250,1.998,0,18.667,0,11.749,0,26.397,0.751,1
C25V1007,66.090,male,7.745,2,17.167,0,0,38.402,4.749,16.167,0.500,6.000,0,1
C25V1008,57.830,male,6.751,2,31.422,0,0,10.250,0,36.067,0,11.254,0,1
C25V1009,56.900,male,14.495,4,26.606,0,0,20.746,0,26.002,4.499,3.501,1.749,2
C25V2000,66.160,male,0,0,0,0,36.250,0,0,9.748,0,53.020,2.997,0
C25V2001,57.830,male,21.178,3,21.502,0,0,0,0,3.749,0,47.267,6.557,0
C25V2002,57.830,male,18.746,2,17.753,0,0,0,0,0,0,26.561,31.002,1
C25V2003,66.090,male,21.253,3,33.249,0,0,0,0,6.704,0,46.154,12.748,1
C25V2004,57.830,male,20.495,2,2.503,1.749,2.252,0,0,8.152,0,22.496,26.722,0
C26V1005,66.670,male,0,0,0,0.750,0,10.499,17.748,1.499,30.013,3.249,3.252,0
C26V1006,58.330,male,0,0,0,3.252,0,1.994,14.151,1.250,21.250,4.498,14.724,0
C26V1007,58.330,male,0,0,1.752,14.260,0,0.274,4.999,1.410,19.392,5.003,26.747,0
C26V1008,58.330,male,0,0,39.249,0.500,0,1.499,5.649,4.493,12.997,10.998,22.420,0
C26V1009,58.330,male,0,0,31.245,0.253,0,4.251,4.746,4.744,5.493,3.748,35.072,0
C26V2000,66.730,male,1.002,1,8.999,0.501,0,12.738,0,13.568,2.770,31.488,5.650,0
C26V2001,58.330,male,0,0,4.752,7.501,0,0,0.999,0,14.467,0,42.403,0
C26V2002,58.330,male,0,0,0,0,0,0,0,4.001,35.647,10.249,8.167,0
C26V2003,58.330,male,0,0,0,0,0,13.999,1.000,3.498,24.804,6.247,8.515,0
C26V2004,58.330,male,0,0,3.994,7.256,0,0,5.998,0,13.738,0,38.114,0
C27V1005,61.130,male,0,0,53.577,0,0,3.751,5.248,25.397,12.059,7.247,6.998,0
C27V1006,61.130,male,0,0,18.157,0,0,0,0,0,8.655,0,51.906,0
C27V1007,61.130,male,4.245,1,36.404,0,0,0,0,0,0,47.618,13.153,0
C27V1008,50.950,male,10.746,2,14.506,1.755,0,0,0,0,0,41.778,8.747,0
C27V1009,61.130,male,6.747,3,6.497,6.746,0,0,0,0,0,42.266,18.500,0
C28V1005,58.780,male,0,0,18.371,0,0,8.249,13.905,11.488,7.497,6.862,10.246,0
C28V1006,67.180,male,29.558,6,0,0,0,24.901,0,26.269,0,15.737,0,0
C28V1007,58.780,male,2.751,2,9.163,0,0,39.153,9.750,6.669,0,2.995,0,0
C28V1008,58.780,male,0,0,1.251,0,0,54.120,0,4.249,0,0,0,0
C28V1009,58.780,male,0,0,5.502,0,0,46.615,0,5.745,0,5.994,0,0
C28V2000,67.250,male,0,0,11.114,0,2.252,2.747,1.999,9.654,14.998,13.102,23.745,1
C28V2001,58.780,male,0,0,12.751,0,0,31.715,0,6.248,0,14.998,5.399,0
C28V2002,58.780,male,0,0,20.104,0,0,23.644,0,15.737,0.749,17.353,0.499,1
C28V2003,58.780,male,6.999,1,47.608,0,0,19.864,0,22.493,0,15.889,0,0
C28V2004,58.780,male,0,0,53.117,0,0,4.495,0,10.155,2.997,29.991,10.611,0
C29V1005,57.830,male,0,0,2.250,0,0,4.998,10.641,2.894,23.745,2.070,13.239,0
C29V1006,57.830,male,0,0,7.752,0,0,0.253,5.746,2.498,22.659,1.154,25.236,0
C29V1007,66.090,male,0,0,9.750,4.750,0,0,1.151,0,13.988,29.223,21.468,0
C29V1008,57.830,male,2.247,1,4.747,0,0,0,9.252,0,25.645,0,22.657,0
C29V1009,57.830,male,0,0,4.253,0,0,0,11.749,0,20.970,0,24.816,0
C29V2000,66.160,male,3.252,2,21.614,0,0,2.996,0,12.152,13.491,15.499,20.611,0
C29V2001,57.830,male,2.244,2,46.777,0,0,0,0,6.399,2.996,12.496,35.647,0
C29V2002,57.830,male,6.252,4,30.617,0,0,0,0.500,9.255,2.752,31.756,12.492,0
C29V2003,66.090,male,0.751,1,40.486,0,0,8.500,2.497,11.312,5.244,29.164,8.999,0
C29V2004,54.590,male,4.745,3,31.754,3.252,0,14.741,0,14.331,0,25.235,0,0
C30V1005,57.830,male,0,0,0,0,0,30.722,16.998,4.494,0,5.158,0,0
C30V1006,57.830,male,0,0,3.251,0,0,19.863,17.249,5.998,0,14.246,0,0
C30V1007,66.090,male,0,0,0,0,0,29.403,23.361,1.746,1.500,4.999,3.500,0
C30V1008,57.830,male,0,0,0,0,0,0,34.830,0,5.746,0,16.999,0
C30V1009,57.830,male,0,0,0,0,0,0,22.648,2.180,16.242,0.499,15.995,0
C30V2000,66.160,male,0,0,0,0.498,0,11.749,30.397,1.999,0,0,21.615,0
C30V2001,57.830,male,0,0,5.253,4.002,0,0,1.995,2.502,2.497,35.711,13.653,0
C30V2002,57.830,male,0,0,8.749,0,0,10.744,0.251,8.489,1.913,19.653,16.246,0
C30V2003,66.090,male,0,0,4.501,0,0,18.492,11.163,2.253,14.901,2.248,16.744,0
C30V2004,57.830,male,0,0,0,1.498,0,0,22.248,0,9.749,0,25.367,0
C01V1000,66.160,female,NA,NA,NA,12.747,0,5.992,1.496,13.118,7.999,33.989,2.750,0
C01V1001,57.830,female,NA,NA,NA,0,0,23.226,0,17.533,0,15.661,0,0
C01V1002,57.830,female,NA,NA,NA,0,0,14.991,3.747,15.238,5.743,13.974,3.253,0
C01V1003,66.090,female,NA,NA,NA,0,0,27.325,0,12.855,0,22.736,2.498,0
C01V1004,57.830,female,NA,NA,NA,0,0,8.248,0,12.486,0,28.243,7.928,0
C01V1005,57.830,female,NA,NA,NA,0,0,3.752,19.743,4.471,9.498,15.492,4.001,0
C01V1006,57.830,female,NA,NA,NA,0,0,1.745,0,12.481,0,40.435,2.496,0
C01V1007,66.090,female,NA,NA,NA,4.753,0,6.427,0,11.738,0,46.246,0,0
C01V1008,57.830,female,NA,NA,NA,1.249,0,13.740,0,11.994,0,31.163,0,0
C01V1009,57.830,female,NA,NA,NA,0,0,28.920,0,15.499,0,8.245,3.497,0
C01V1010,2.640,female,NA,NA,NA,0,0,2.578,0,0,0,0,0,0
C01V2000,66.160,female,NA,NA,NA,2.003,0,12.551,21.992,15.309,1.002,13.997,0,0
C01V2001,57.830,female,NA,NA,NA,1.247,0,21.419,3.244,7.755,0,24.494,0,0
C01V2002,57.830,female,NA,NA,NA,0,0,52.936,0,1.000,0,3.653,0,0
C01V2003,66.090,female,NA,NA,NA,0,0,35.969,25.150,2.249,2.248,0,0,0
C01V2004,57.830,female,NA,NA,NA,13.692,0,23.899,0,5.995,0,21.745,5.943,0
C01V2005,57.830,female,NA,NA,NA,1.000,0,4.501,19.498,0,13.658,0,19.491,0
C01V2006,57.830,female,NA,NA,NA,0.997,0,0,9.246,0,31.669,0,15.734,0
C01V2007,66.090,female,NA,NA,NA,0,0,0,30.510,0,23.111,0,12.138,0
C01V2008,57.830,female,NA,NA,NA,2.000,0,2.997,27.736,0,15.169,0,9.005,0
C01V2009,57.830,female,NA,NA,NA,1.502,0,0,14.988,4.496,13.983,10.220,13.000,0
C01V2010,2.380,female,NA,NA,NA,0,0,0,0,0,0,2.093,0,0
C02V1000,66.730,female,NA,NA,NA,0,0,2.001,22.993,6.745,10.396,12.114,12.006,0
C02V1001,58.330,female,NA,NA,NA,1.750,0,26.499,4.998,4.401,2.566,17.497,1.748,0
C02V1002,58.330,female,NA,NA,NA,5.251,0,30.998,0.749,4.913,2.997,17.005,0.749,0
C02V1003,58.330,female,NA,NA,NA,1.499,0,18.002,0,9.990,1.001,26.214,2.250,0
C02V1004,58.330,female,NA,NA,NA,0,0,0,18.997,0,18.652,3.404,16.999,0
C02V1005,66.670,female,NA,NA,NA,0,0,12.499,7.498,8.117,13.394,12.496,12.249,0
C02V1006,58.330,female,NA,NA,NA,0,0,7.299,5.750,3.559,10.482,3.253,26.747,0
C02V1007,58.330,female,NA,NA,NA,0,0,22.001,2.496,6.496,3.253,17.911,5.744,0
C02V1008,58.330,female,NA,NA,NA,2.250,2.247,4.749,7.497,6.998,3.499,12.713,21.994,0
C02V1009,58.330,female,NA,NA,NA,0,0,19.246,0.998,19.959,3.998,6.496,6.748,0
C02V1010,25.030,female,NA,NA,NA,0,0,0,4.752,0,5.489,0,14.367,0
C02V2000,66.730,female,NA,NA,NA,0,7.500,0,17.901,5.995,15.999,0,26.360,0
C02V2001,47.370,female,NA,NA,NA,0,1.499,1.998,19.706,1.250,12.399,0,11.748,1
C02V3000,66.730,female,NA,NA,NA,0,2.499,6.556,40.151,2.745,11.889,0,5.002,0
C02V3001,58.330,female,NA,NA,NA,0,1.500,22.501,0.497,17.599,0,10.502,6.745,0
C02V3002,58.330,female,NA,NA,NA,6.754,0.499,6.996,0,17.467,1.245,22.744,8.248,0
C02V3003,58.330,female,NA,NA,NA,3.503,0,5.746,0,10.250,0,37.953,3.154,0
C02V3004,58.330,female,NA,NA,NA,0,0,29.244,0,13.163,0,13.753,0,0
C02V3005,66.670,female,NA,NA,NA,1.003,0,14.362,0,26.732,0,24.995,0,0
C02V3006,58.330,female,NA,NA,NA,1.465,0,6.994,3.496,4.997,4.495,14.498,22.967,2
C02V3007,55.830,female,NA,NA,NA,0,3.997,1.502,20.967,1.999,8.989,1.250,20.248,0
C03V1000,66.160,female,NA,NA,NA,0.499,0,0,15.498,12.252,1.612,28.986,7.250,0
C03V1001,57.830,female,NA,NA,NA,0,0,40.914,12.495,3.500,0,0,0,1
C03V1002,57.830,female,NA,NA,NA,0,0,26.820,10.998,6.241,2.249,11.253,0,0
C03V1003,66.090,female,NA,NA,NA,2.167,0,17.995,8.999,14.243,7.246,13.494,3.420,0
C03V1004,57.830,female,NA,NA,NA,0,0,7.000,4.246,4.544,13.995,12.870,14.896,0
C03V1005,57.830,female,NA,NA,NA,3.253,0,30.894,0,12.495,0.331,12.998,0,0
C03V1006,57.830,female,NA,NA,NA,0,0,16.249,11.920,5.243,4.748,12.249,6.750,0
C03V1007,66.090,female,NA,NA,NA,3.498,0,16.958,2.498,17.489,5.403,17.250,5.999,0
C03V1008,57.830,female,NA,NA,NA,0,0,25.616,0,15.487,0,16.250,0,0
C03V1009,57.830,female,NA,NA,NA,44.960,0,1.902,0,1.750,0,53.715,0,0
C03V1010,16.160,female,NA,NA,NA,6.615,0,0,0,0,0,15.108,0,0
C03V2000,66.160,female,NA,NA,NA,13.747,0,2.002,0,10.569,0,52.908,0,0
C03V2001,57.830,female,NA,NA,NA,4.000,0,2.742,0,16.367,0,38.388,0,0
C03V2002,57.830,female,NA,NA,NA,1.000,0,12.742,5.003,15.689,5.497,10.904,7.499,0
C03V2003,66.090,female,NA,NA,NA,0,0,46.410,1.752,14.402,2.249,0.998,0,0
C03V2004,57.830,female,NA,NA,NA,4.002,0,25.423,0,14.246,0,16.995,0,0
C03V2005,57.830,female,NA,NA,NA,0,0,25.613,13.496,8.489,6.748,2.998,0,0
C03V2006,57.830,female,NA,NA,NA,0,0,31.950,7.501,14.986,1.751,0.754,0,0
C03V2007,66.090,female,NA,NA,NA,2.499,0,31.993,0.497,16.746,0.499,10.916,4.500,0
C03V2008,57.830,female,NA,NA,NA,3.002,0,15.495,2.001,11.819,4.249,20.209,3.498,0
C03V2009,57.830,female,NA,NA,NA,0,0,19.589,0.749,30.987,0,5.998,0,0
C03V2010,7.930,female,NA,NA,NA,0,0,0,0,0,0,7.213,0,0
C04V1000,65.390,female,NA,NA,NA,0.250,0,35.363,2.749,10.401,0.995,15.495,0,0
C04V1001,55.980,female,NA,NA,NA,0,0,29.118,26.353,0,0,0,0,0
C04V1002,65.310,female,NA,NA,NA,1.752,0,27.999,17.898,0.499,6.997,0.499,8.858,0
C04V1003,55.980,female,NA,NA,NA,4.755,0,18.360,0,6.994,0,30.151,0,0
C04V1004,65.310,female,NA,NA,NA,4.749,0,26.896,14.000,5.365,2.245,7.492,8.753,0
C04V1005,55.980,female,NA,NA,NA,2.255,0,11.959,9.996,3.250,4.996,7.249,18.114,0
C04V1006,65.310,female,NA,NA,NA,0,0,45.175,17.500,2.246,0,0,0,0
C04V1007,55.980,female,NA,NA,NA,18.751,0,8.242,8.153,2.502,0,36.651,0,0
C04V1008,55.980,female,NA,NA,NA,9.998,0,0,31.105,0,3.501,11.150,9.750,0
C04V1009,65.310,female,NA,NA,NA,0,0,0,4.744,0,34.740,0,24.347,0
C04V1010,13.290,female,NA,NA,NA,1.253,0,0,0,0,0,6.614,5.747,0
C04V2000,65.390,female,NA,NA,NA,8.505,0,19.248,7.492,3.002,9.902,6.746,18.719,0
C04V2001,55.980,female,NA,NA,NA,7.009,0,3.499,4.496,2.998,2.249,16.619,21.245,0
C04V2002,65.310,female,NA,NA,NA,8.499,0,15.008,10.749,2.490,1.999,18.257,16.250,0
C04V2003,55.980,female,NA,NA,NA,1.003,0,16.250,2.747,7.964,2.497,19.747,6.001,0
C04V2004,65.310,female,NA,NA,NA,0,0,35.612,0,19.490,0,8.996,0,0
C04V2005,55.980,female,NA,NA,NA,0,0.753,24.250,3.001,9.128,0,18.240,0,0
C04V2006,65.310,female,NA,NA,NA,5.256,0,25.996,17.917,2.747,1.399,7.249,9.749,0
C04V2007,27.880,female,NA,NA,NA,0,0,2.653,0.997,0,0,5.750,18.115,0
C04V3000,66.730,female,NA,NA,NA,2.750,0,4.243,7.500,5.997,3.998,21.258,22.357,0
C04V3001,58.330,female,NA,NA,NA,0.500,0,0,7.927,0,20.345,0,28.999,0
C04V3002,29.200,female,NA,NA,NA,0,0,0,12.750,0,14.868,0,0,0
