fish_ID,sex,time,cue,tank,length_obs_s,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb,bottom_s,subuse_s,subuse_prop,frozen_prop,matbehav_s
ST2C5M,male,before,control,ST2C5,299.99,51.992,12,122.349,0,0,4.747,23.994999999999997,11.508,14.862,50.174,192.866,0,243.04000000000002,243.04000000000002,0.810160338677956,0,174.341
ST2C6F,female,before,control,ST2C6,297.40999999999997,NA,NA,NA,2.751,0,80.047,54.4,22.897,21.229,67.597,48.896,0,116.493,113.74199999999999,0.3824417470831512,0,NA
ST2C6M,male,before,control,ST2C6,297.40999999999997,2.247,1,28.752,4.75,0,5.251,38.539,5.392,107.007,32.446999999999996,107.416,0,139.863,135.113,0.45429877946269465,0,30.999
ST2C7F,female,before,control,ST2C7,297.40999999999997,NA,NA,NA,42.775,2.498,31.86,18.898,52.536,32.045,90.859,68.627,0,159.486,116.71099999999998,0.3924245990383645,0.00839917958373962,NA
ST2C7M,male,before,control,ST2C7,297.40999999999997,3.002,2,54.498000000000005,0,1.75,39.823,38.209,40.08,64.712,50.862,60.967,0,111.82900000000001,111.82900000000001,0.376009549107293,0.0058841330150297575,57.50000000000001
ST2C8F,female,before,control,ST2C8,297.40999999999997,NA,NA,NA,51.711,0,91.619,14.418,52.464,10.482,112.462,12.749,0,125.211,73.5,0.24713358663124982,0,NA
ST2C8M,male,before,control,ST2C8,297.40999999999997,0,0,14.751,0,0,170.709,24.237,18.999,44.788,18.497,17.647000000000002,0,36.144000000000005,36.144000000000005,0.12152920211156319,0,14.751
ST2C9F,female,before,control,ST2C9,297.40999999999997,NA,NA,NA,5.499,0,7.498,101.978,4.496,97.59,10.22,69.368,0,79.588,74.089,0.24911401768602268,0,NA
ST2C9M,male,before,control,ST2C9,297.40999999999997,13.733,12,16.252,24.922,0,41.284,66.709,22.731,42.203,84.807,34.134,0,118.941,94.019,0.31612588682290443,0,29.985
ST2AC10F,female,after,alarm,ST2AC10,305.74,NA,NA,NA,1.059,50.902,0,0,28.653,0,112.654,162.877,0,275.531,274.472,0.8977300974684371,0.16648786550663963,NA
ST2AC10M,male,after,alarm,ST2AC10,305.74,6.2490000000000006,2,24.246,44.617,2.5010000000000003,0,0,0,0,139.826,164.151,0,303.977,259.35999999999996,0.8483024792307188,0.008180153071237,30.494999999999997
ST2AC11F,female,after,alarm,ST2AC11,300.05,NA,NA,NA,46.775,5.75,0,0,0,0,134.702,162.986,1,297.688,250.91299999999998,0.8362372937843692,0.01916347275454091,NA
ST2AC11M,male,after,alarm,ST2AC11,300.05,17.241,6,144.51,5.249,2.751,0,0,0.001,0,139.887,158.46300000000002,0,298.35,293.101,0.9768405265789035,0.009168471921346441,161.75099999999998
ST2AC14F,female,after,alarm,ST2AC14,300.97,NA,NA,NA,139.73000000000002,37.75,0,0,0,0,267.74,29.108,0,296.848,157.118,0.5220387414027976,0.1254277835000166,NA
ST2AC14M,male,after,alarm,ST2AC14,300.97,70.577,12,1.247,3.252,8.503,0,0,12.394,0,252.919,33.349000000000004,1,286.26800000000003,283.016,0.9403462139083629,0.028251985247699105,71.824
ST2AC15F,female,after,alarm,ST2AC15,300.16,NA,NA,NA,7.006,55.61,0,0,1.248,0,104.367,192.707,0,297.074,290.068,0.9663779317697226,0.18526785714285712,NA
ST2AC15M,male,after,alarm,ST2AC15,300.16,18.99,6,56.607,2.5,79.815,0,0,0,0,105.267,192.229,0,297.496,294.996,0.9827958422174838,0.2659081823027718,75.597
ST2AC16F,female,after,alarm,ST2AC16,300.05,NA,NA,NA,0,46.953,0,0,0,0,147.24599999999998,151.12,4,298.366,298.366,0.9943876020663222,0.15648391934677555,NA
ST2AC16M,male,after,alarm,ST2AC16,300.05,9.249,2,64.047,0,159.878,0,0,0,0,85.231,213.144,1,298.375,298.375,0.9944175970671555,0.5328378603566072,73.29599999999999
ST2AC1F,female,after,alarm,ST2AC1,300.05,NA,NA,NA,8.011,20.738999999999997,0,0,30.718,4.747999999999999,179.102,83.519,0,262.621,254.60999999999999,0.8485585735710715,0.0691184802532911,NA
ST2AC1M,male,after,alarm,ST2AC1,300.05,1.465,1,59.471999999999994,0,5.743,3.248,6.997,17.657,31.845,144.71,88.587,2,233.29700000000003,233.29700000000003,0.7775270788201967,0.019140143309448427,60.937
ST2AC2F,female,after,alarm,ST2AC2,300.05,NA,NA,NA,32.433,5.753,0.998,4.248,66.225,34.342,116.102,76.572,0,192.674,160.241,0.5340476587235461,0.019173471088151973,NA
ST2AC2M,male,after,alarm,ST2AC2,300.05,5.102,5,67.531,0.5,0,19.739,28.977,34.492,50.373999999999995,98.086,66.38,0,164.466,163.966,0.5464622562906183,0,72.63300000000001
ST2AC3F,female,after,alarm,ST2AC3,300.05,NA,NA,NA,154.301,0,2.648,1.555,8.077,18.424,54.985,212.174,0,267.159,112.858,0.3761306448925179,0,NA
ST2AC3M,male,after,alarm,ST2AC3,300.05,70.879,21,32.483000000000004,22.883,0,8.15,9.077,44.718,43.069,60.729,132.58599999999998,0,193.315,170.432,0.5680119980003332,0,103.36200000000001
ST2AC4F,female,after,alarm,ST2AC4,300.05,NA,NA,NA,32.928,0.75,18.49,13.999,25.148,23.517,169.179,36.74,0,205.919,172.991,0.5765405765705716,0.0024995834027662055,NA
ST2AC4M,male,after,alarm,ST2AC4,300.05,19.003,11,44.916,29.683,6.493,16.003,9.748,27.745,47.418000000000006,141.992,55.407,7,197.399,167.716,0.5589601733044492,0.021639726712214633,63.919
ST2AC5F,female,after,alarm,ST2AC5,300.05,NA,NA,NA,0.5,255.293,0,0,0,0,298.217,0,0,298.217,297.717,0.9922246292284619,0.8508348608565239,NA
ST2AC5M,male,after,alarm,ST2AC5,300.05,4.498,2,0.753,0,181.504,0,0,0,0,68.92,229.659,2,298.579,298.579,0.9950974837527079,0.6049125145809031,5.251
ST2AC6F,female,after,alarm,ST2AC6,300.62,NA,NA,NA,85.101,0,44.319,3.998,27.378,24.099,99.406,99.627,0,199.03300000000002,113.93200000000002,0.37899008715321675,0,NA
ST2AC6M,male,after,alarm,ST2AC6,300.62,97.753,22,3.246,1.747,0,65.536,12.142,54.57,18.146,110.258,37.498999999999995,0,147.757,146.01,0.48569622779588845,0,100.999
ST2AC7F,female,after,alarm,ST2AC7,305.74,NA,NA,NA,19.249,0,14.745,42.109,13.864,73.035,7.993,151.70499999999998,0,159.69799999999998,140.44899999999998,0.45937397788971013,0,NA
ST2AC7M,male,after,alarm,ST2AC7,305.74,0,0,18.503,5.997999999999999,0,40.985,66.054,15.243,29.06,57.611999999999995,93.625,0,151.237,145.239,0.47504088441159154,0,18.503
ST2AC8F,female,after,alarm,ST2AC8,305.74,NA,NA,NA,46.725,25.25,0,0,0,0,218.703,83.969,0,302.672,255.94700000000003,0.8371393994897626,0.08258651141492772,NA
ST2AC8M,male,after,alarm,ST2AC8,305.74,81.672,10,75.007,1.749,38.502,0,0,28.353,0,195.498,80.026,2,275.524,273.775,0.8954503826780924,0.12593052920782363,156.679
ST2AC9F,female,after,alarm,ST2AC9,305.74,NA,NA,NA,45.088,0,1.744,0,40.471,4.863,212.837,44.124,0,256.961,211.87300000000002,0.6929842349708903,0,NA
ST2AC9M,male,after,alarm,ST2AC9,305.74,14.496,10,62.101,0.786,0.999,0,0,10.237,3.239,219.322,71.385,2,290.707,289.921,0.9482599594426636,0.003267482174396546,76.597
ST2C10F,female,after,control,ST2C10,305.74,NA,NA,NA,6.75,0,93.195,95.125,33.484,28.477,37.715,15.988,0,53.703,46.953,0.15357166219663768,0,NA
ST2C10M,male,after,control,ST2C10,305.74,23.251,6,65.684,17.256999999999998,0,66.642,27.272,52.285,48.989,39.693,67.46600000000001,0,107.159,89.90200000000002,0.2940472296722706,0,88.935
ST2C11F,female,after,control,ST2C11,306.96000000000004,NA,NA,NA,6.753,0,81.185,41.962,52.572,23.626,90.484,15.248,0,105.732,98.979,0.32244917904612974,0,NA
ST2C11M,male,after,control,ST2C11,306.96000000000004,15.339,4,186.342,0,0,76.625,66.679,37.361,21.725,87.974,12.997,0,100.971,100.971,0.32893862392494133,0,201.681
ST2C12F,female,after,control,ST2C12,307.97,NA,NA,NA,25.016,0,89.617,25.484,35.944,16.647,70.36500000000001,62.215,0,132.58,107.56400000000002,0.34926778582329454,0,NA
ST2C12M,male,after,control,ST2C12,307.97,2.25,1,37.534,37.508,1.256,73.331,18.744,47.730999999999995,21.743,88.96900000000001,54.552,3,143.52100000000002,106.013,0.34423158099814916,0.0040783193168165725,39.784
ST2C13F,female,after,control,ST2C13,300.05,NA,NA,NA,65.758,11.001,30.496,35.669,30.795,60.788,25.74,114.687,0,140.427,74.669,0.24885519080153307,0.0366638893517747,NA
ST2C13M,male,after,control,ST2C13,300.05,1.497,2,21.741,6.245,0,0,29.794,13.378,113.548,14.737,126.779,1,141.516,135.271,0.45082819530078316,0,23.238
ST2C14F,female,after,control,ST2C14,297.49,NA,NA,NA,6.754,13.497,38.051,78.25500000000001,45.056,41.532,33.246,58.102999999999994,1,91.34899999999999,84.59499999999998,0.28436249957981774,0.04536959225520185,NA
ST2C14M,male,after,control,ST2C14,297.49,17.502,11,72.827,0,0.75,37.494,74.284,45.25,48.863,26.18,63.335,0,89.515,89.515,0.30090087061749976,0.0025210931459881004,90.329
ST2C15F,female,after,control,ST2C15,302.37,NA,NA,NA,1.998,0.75,42.604,3.999,66.09700000000001,15.968,117.426,53.882000000000005,1,171.308,169.31,0.5599431160498727,0.0024804048020636966,NA
ST2C15M,male,after,control,ST2C15,302.37,6.999,1,144.694,0,2.252,82.465,1.999,64.28699999999999,18.744,91.333,40.254000000000005,2,131.587,131.587,0.43518536891887416,0.007447828818996593,151.69299999999998
ST2C1F,female,after,control,ST2C1,300.05,NA,NA,NA,1.997,0,93.313,72.865,34.538,28.486,43.992,25.31,0,69.30199999999999,67.30499999999999,0.22431261456423926,0,NA
ST2C1M,male,after,control,ST2C1,300.05,0,0,22.245,0,0,143.596,37,60.076,14.291,30.233,13.104,1,43.337,43.337,0.14443259456757207,0,22.245
ST2C2F,female,after,control,ST2C2,300.05,NA,NA,NA,211.143,0,0,6.996,6.242,6.7490000000000006,59.247,219.323,0,278.57,67.42699999999999,0.22471921346442256,0,NA
ST2C2M,male,after,control,ST2C2,300.05,1.002,1,17.745,15.258,0,26.737,7.997,21.067,91.426,47.984,102.849,0,150.833,135.575,0.45184135977337103,0,18.747
ST2C3F,female,after,control,ST2C3,300.05,NA,NA,NA,15.745,0,14.07,8.254999999999999,16.746,65.712,37.974999999999994,155.406,1,193.381,177.636,0.5920213297783702,0,NA
ST2C3M,male,after,control,ST2C3,300.05,0,0,1.251,15.751,0,16.073,21.993,17.489,93.923,36.969,111.659,0,148.62800000000001,132.877,0.4428495250791535,0,1.251
ST2C4F,female,after,control,ST2C4,300.05,NA,NA,NA,0,0,69.517,104.846,30.731,49.335,26.717,16.727,0,43.444,43.444,0.14478920179970006,0,NA
ST2C4M,male,after,control,ST2C4,300.05,1,1,44.237,8.668,0,9.396,109.889,8.492,86.093,2.001,82.361,0,84.36200000000001,75.69400000000002,0.25227128811864696,0,45.237
ST2C5F,female,after,control,ST2C5,300.05,NA,NA,NA,1,2.001,27.303,39.512,10.993,21.433,68.253,130.88,0,199.13299999999998,198.13299999999998,0.6603332777870354,0.006668888518580236,NA
ST2C5M,male,after,control,ST2C5,300.05,61.481,14,130.685,0,0,26.394,41.111,15.169,20.418,51.494,143.737,1,195.231,195.231,0.6506615564072654,0,192.166
ST2C6F,female,after,control,ST2C6,302.5,NA,NA,NA,2.497,0,37.738,6,58.057,10.146,124.013,64.26,0,188.27300000000002,185.776,0.6141355371900826,0,NA
ST2C6M,male,after,control,ST2C6,302.5,17.244,12,171.248,3.252,0,26.237,2.997,53.449,24.483,114.15,77.749,0,191.899,188.647,0.6236264462809917,0,188.492
ST2C7F,female,after,control,ST2C7,305.74,NA,NA,NA,23.497,5.253,27.586,37.41,34.342,58.681,52.985,90.358,0,143.34300000000002,119.84600000000002,0.39198665532805654,0.01718126512723229,NA
ST2C7M,male,after,control,ST2C7,305.74,0,0,118.046,0,4.501,44.98,41.825,45.751999999999995,81.895,15.988,73.602,1,89.59,89.59,0.2930267547589455,0.014721658925884739,118.046
ST2C8F,female,after,control,ST2C8,305.74,NA,NA,NA,22.749,0,89.31899999999999,6.755,71.273,7.746,120.193,7.499,0,127.692,104.943,0.34324262445214887,0,NA
ST2C8M,male,after,control,ST2C8,305.74,3.2569999999999997,3,85.133,0,0,115.717,31.988,75.232,14.003,63.699,2.998,0,66.697,66.697,0.21814940799372015,0,88.39
ST2C9F,female,after,control,ST2C9,305.74,NA,NA,NA,12.747,0,79.782,5.243,71.23,13.742,114.603,16.429000000000002,0,131.03199999999998,118.28499999999998,0.3868810100085039,0,NA
ST2C9M,male,after,control,ST2C9,305.74,54,30,10.741,0,0,112.29,15.494,75,5.746,85.44200000000001,7.898,0,93.34,93.34,0.30529207823641,0,64.741
